Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Gene Type	Input ID
PF3D7_1458300	PF3D7_1458300.1	P. falciparum 3D7	Pf3D7_14_v3:2,391,783..2,396,831(-)	conserved Plasmodium protein, unknown function	protein coding	812138
PF3D7_1458500	PF3D7_1458500.1	P. falciparum 3D7	Pf3D7_14_v3:2,400,515..2,405,411(+)	spindle assembly abnormal protein 4, putative	protein coding	812140
PF3D7_1459600	PF3D7_1459600.1	P. falciparum 3D7	Pf3D7_14_v3:2,441,345..2,443,896(+)	conserved Plasmodium protein, unknown function	protein coding	812151
PF3D7_1460500	PF3D7_1460500.1	P. falciparum 3D7	Pf3D7_14_v3:2,466,091..2,470,989(+)	conserved Plasmodium protein, unknown function	protein coding	812159
PF3D7_1460800	PF3D7_1460800.1	P. falciparum 3D7	Pf3D7_14_v3:2,477,828..2,479,735(-)	snRNA-activating protein complex subunit 3, putative	protein coding	812162
PF3D7_1461400	PF3D7_1461400.1	P. falciparum 3D7	Pf3D7_14_v3:2,493,400..2,494,762(-)	MORN repeat protein, putative	protein coding	812168
PF3D7_1461600	PF3D7_1461600.1	P. falciparum 3D7	Pf3D7_14_v3:2,498,047..2,500,384(-)	splicing factor 3B subunit 2, putative	protein coding	812169
PF3D7_1461800	PF3D7_1461800.1	P. falciparum 3D7	Pf3D7_14_v3:2,504,149..2,512,505(+)	conserved Plasmodium protein, unknown function	protein coding	812170
PF3D7_1462400	PF3D7_1462400.1	P. falciparum 3D7	Pf3D7_14_v3:2,531,432..2,541,400(-)	conserved Plasmodium protein, unknown function	protein coding	812176
PF3D7_1462800	PF3D7_1462800.1	P. falciparum 3D7	Pf3D7_14_v3:2,559,098..2,560,347(+)	glyceraldehyde-3-phosphate dehydrogenase	protein coding	812180
PF3D7_1463400	PF3D7_1463400.1	P. falciparum 3D7	Pf3D7_14_v3:2,575,326..2,576,336(+)	DNA-directed RNA polymerase III subunit RPC4, putative	protein coding	812185
PF3D7_1463900	PF3D7_1463900.1	P. falciparum 3D7	Pf3D7_14_v3:2,584,575..2,589,782(-)	EF-hand calcium-binding domain-containing protein, putative	protein coding	812189
PF3D7_1464000	PF3D7_1464000.1	P. falciparum 3D7	Pf3D7_14_v3:2,592,002..2,594,119(-)	YL1 nuclear protein, putative	protein coding	812190
PF3D7_1464500	PF3D7_1464500.1	P. falciparum 3D7	Pf3D7_14_v3:2,607,292..2,617,621(+)	conserved Plasmodium membrane protein, unknown function	protein coding	812195
PF3D7_1464600	PF3D7_1464600.1	P. falciparum 3D7	Pf3D7_14_v3:2,619,679..2,624,187(+)	serine/threonine protein phosphatase UIS2, putative	protein coding	812196
PF3D7_1465100	PF3D7_1465100.1	P. falciparum 3D7	Pf3D7_14_v3:2,637,566..2,640,169(+)	conserved oligomeric Golgi complex subunit 6, putative	protein coding	812200
PF3D7_1466200	PF3D7_1466200.1	P. falciparum 3D7	Pf3D7_14_v3:2,694,813..2,704,049(-)	early gametocyte enriched phosphoprotein EGXP	protein coding	812213
PF3D7_1466300	PF3D7_1466300.1	P. falciparum 3D7	Pf3D7_14_v3:2,709,418..2,713,192(+)	26S proteasome regulatory subunit RPN2, putative	protein coding	812214
PF3D7_1466400	PF3D7_1466400.1	P. falciparum 3D7	Pf3D7_14_v3:2,714,844..2,717,285(-)	AP2 domain transcription factor AP2-EXP	protein coding	812215
PF3D7_1466800	PF3D7_1466800.1	P. falciparum 3D7	Pf3D7_14_v3:2,731,986..2,734,694(+)	conserved Plasmodium protein, unknown function	protein coding	812218
PF3D7_1466900	PF3D7_1466900.1	P. falciparum 3D7	Pf3D7_14_v3:2,736,908..2,741,325(+)	conserved Plasmodium protein, unknown function	protein coding	812219
PF3D7_1467600	PF3D7_1467600.1	P. falciparum 3D7	Pf3D7_14_v3:2,757,665..2,764,150(-)	conserved Plasmodium protein, unknown function	protein coding	812226
PF3D7_1467900	PF3D7_1467900.1	P. falciparum 3D7	Pf3D7_14_v3:2,771,101..2,776,308(+)	rab GTPase activator, putative	protein coding	812229
PF3D7_1468100	PF3D7_1468100.1	P. falciparum 3D7	Pf3D7_14_v3:2,786,308..2,794,323(-)	kelch domain-containing protein, putative	protein coding	812231
PF3D7_1468200	PF3D7_1468200.1	P. falciparum 3D7	Pf3D7_14_v3:2,802,508..2,803,188(+)	telomere length and silencing protein 1, putative	protein coding	812232
PF3D7_1468400	PF3D7_1468400.1	P. falciparum 3D7	Pf3D7_14_v3:2,809,478..2,812,066(+)	zinc finger protein, putative	protein coding	812234
PF3D7_1468700	PF3D7_1468700.1	P. falciparum 3D7	Pf3D7_14_v3:2,825,370..2,826,918(+)	eukaryotic initiation factor 4A	protein coding	812237
PF3D7_1468800	PF3D7_1468800.1	P. falciparum 3D7	Pf3D7_14_v3:2,827,942..2,830,443(-)	splicing factor U2AF large subunit, putative	protein coding	812238
PF3D7_1469900	PF3D7_1469900.1	P. falciparum 3D7	Pf3D7_14_v3:2,866,358..2,868,183(+)	protein MGET	protein coding	812249
PF3D7_1470600	PF3D7_1470600.1	P. falciparum 3D7	Pf3D7_14_v3:2,886,888..2,888,659(-)	RAP protein, putative	protein coding	812255
PF3D7_1471100	PF3D7_1471100.1	P. falciparum 3D7	Pf3D7_14_v3:2,905,163..2,906,565(-)	exported protein 2	protein coding	812260
PF3D7_1471200	PF3D7_1471200.1	P. falciparum 3D7	Pf3D7_14_v3:2,912,386..2,915,354(+)	inorganic anion exchanger, inorganic anion antiporter	protein coding	812261
PF3D7_1472200	PF3D7_1472200.1	P. falciparum 3D7	Pf3D7_14_v3:2,945,662..2,952,551(+)	histone deacetylase, putative	protein coding	812272
PF3D7_1473200	PF3D7_1473200.1	P. falciparum 3D7	Pf3D7_14_v3:2,981,600..2,982,964(+)	DnaJ protein, putative	protein coding	812282
PF3D7_1473700	PF3D7_1473700.1	P. falciparum 3D7	Pf3D7_14_v3:2,998,594..3,002,355(-)	nucleoporin NUP116/NSP116, putative	protein coding	812288
PF3D7_1473900	PF3D7_1473900.1	P. falciparum 3D7	Pf3D7_14_v3:3,007,601..3,010,159(+)	conserved Plasmodium protein, unknown function	protein coding	812289
PF3D7_1474000	PF3D7_1474000.1	P. falciparum 3D7	Pf3D7_14_v3:3,011,585..3,017,899(-)	conserved Plasmodium protein, unknown function	protein coding	812290
PF3D7_1475600	PF3D7_1475600.1	P. falciparum 3D7	Pf3D7_14_v3:3,112,509..3,114,698(-)	bromodomain protein, putative	protein coding	812306
PF3D7_1475800	PF3D7_1475800.1	P. falciparum 3D7	Pf3D7_14_v3:3,120,854..3,121,849(+)	conserved Plasmodium protein, unknown function	protein coding	812308
PF3D7_1475900	PF3D7_1475900.1	P. falciparum 3D7	Pf3D7_14_v3:3,124,337..3,126,709(+)	KELT protein	protein coding	812309
PF3D7_1476200	PF3D7_1476200.1	P. falciparum 3D7	Pf3D7_14_v3:3,133,951..3,135,651(+)	Plasmodium exported protein (PHISTb), unknown function	protein coding	812312
PF3D7_1476500	PF3D7_1476500.1	P. falciparum 3D7	Pf3D7_14_v3:3,147,490..3,148,584(+)	probable protein, unknown function	protein coding	812317
PF3D7_1477500	PF3D7_1477500.1	P. falciparum 3D7	Pf3D7_14_v3:3,188,888..3,190,548(+)	Plasmodium exported protein (PHISTb), unknown function	protein coding	812328
PF3D7_1478600	PF3D7_1478600.1	P. falciparum 3D7	Pf3D7_14_v3:3,232,639..3,236,535(+)	EMP1-trafficking protein	protein coding	812339	
